                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                 1.0173,                0.71225,                 1.3136,                 0.8746,                0.91667,                0.93203,                0.70918,                 1.0046,                0.82251,                 1.3141,             0.00070981,             0.00070981,             0.00070981
                     60,                  1.028,                0.72281,                 1.3291,                0.87352,                0.87163,                0.91215,                0.69251,                 1.0357,                0.86336,                 1.3794,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.0077,                0.71147,                 1.3027,                0.82931,                0.92726,                 0.9078,                0.68006,                 1.0142,                0.91529,                 1.3685,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.0085,                0.71149,                 1.3112,                0.87718,                0.89315,                0.89867,                0.68033,                 1.0349,                0.94032,                  1.352,              0.0006603,              0.0006603,              0.0006603
                     63,                 1.0006,                0.70702,                 1.3131,                0.90943,                 0.8927,                0.90987,                0.69616,                 1.0299,                0.88698,                 1.3842,              0.0006438,              0.0006438,              0.0006438
                     64,                0.99547,                0.69923,                 1.2959,                 0.8543,                 0.9155,                0.89792,                 0.7049,                0.99567,                0.89062,                 1.3673,             0.00062729,             0.00062729,             0.00062729
                     65,                  1.004,                0.69565,                 1.3098,                0.83898,                0.88889,                0.90592,                0.67766,                 1.1021,                0.87628,                 1.5201,             0.00061079,             0.00061079,             0.00061079
                     66,                0.99059,                0.69341,                 1.2934,                0.85006,                0.90247,                0.91009,                0.69241,                0.95116,                0.86761,                  1.281,             0.00059429,             0.00059429,             0.00059429
                     67,                 1.0001,                 0.6894,                 1.3021,                0.86497,                0.87475,                0.90204,                0.67788,                0.97521,                0.95566,                 1.3087,             0.00057778,             0.00057778,             0.00057778
                     68,                0.98798,                0.69024,                 1.2935,                0.87483,                0.88321,                0.90993,                0.67981,                 1.0884,                0.80172,                 1.4579,             0.00056128,             0.00056128,             0.00056128
